Unnamed: 0,EmailId,BaseEmailID,Author,Style,Type,Sender Style,Sender,Subject,Sender Mismatch,Request Credentials,Subject Suspicious,Urgent,Offer,Link Mismatch,Prompt,Body,LLM Raw Response,LLM Parse Error,LLM Authority Bias,LLM Survivorship Bias,LLM Negativity Bias,LLM Zero-Risk Bias,LLM Hyperbolic Discounting,LLM Identifiable Victim Effect,LLM Urgency Effect,LLM Conformity
142,142,36,GPT,Plaintext,phishing,K9 Security,clietn@k9.security.com,Account Limitation- Resolve now!,1,0,1,1,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from K9 Security. Ensure that the email does have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"
Email Template





K9 Patrol Company



Dear Customer,
Urgent! We encountered suspicious activities on your account. We didn't expect this and need your immediate attention.
Click the link below to view your account activities.
https://mysafelink.com

We are here to assist you any time.

          Unmatched Sender,
          The K9 Safety Net Patrol Not Security
       



<a onclick=""javascript:return false;""  href=""mailto:security@k-9inc.com"" class=""link"">security@k-9inc.com</a>","```json
{
  ""Authority Bias"": 0.7,
  ""Survivorship Bias"": 0.0,
  ""Negativity Bias"": 0.9,
  ""Zero-Risk Bias"": 0.8,
  ""Hyperbolic Discounting"": 0.5,
  ""Identifiable Victim Effect"": 0.0,
  ""Urgency Effect"": 0.9,
  ""Conformity"": 0.0
}
```",,0.7,0.0,0.9,0.8,0.5,0.0,0.9,0.0
144,144,37,Human,Plaintext,phishing,Walmart,offer@coupons.walmart.com,Walmart coupons,0,0,0,0,1,1,,"Hey! It's Jane from work Walmart has a monthly coupon drawing. You should try entering! I get coupons almost every month. <a onclick=""javascript:return false;""  href=""http://walmart1/rewards/coupons"" class=""link"">Walmart Reward Coupons</a> Jane","```json
{
    ""Authority Bias"": 0.6,
    ""Survivorship Bias"": 0.9,
    ""Negativity Bias"": 0.0,
    ""Zero-Risk Bias"": 0.0,
    ""Hyperbolic Discounting"": 0.8,
    ""Identifiable Victim Effect"": 0.9,
    ""Urgency Effect"": 0.0,
    ""Conformity"": 0.7
}
```",,0.6,0.9,0.0,0.0,0.8,0.9,0.0,0.7
146,146,37,GPT,Plaintext,phishing,Walmart,offer@coupons.walmart.com,Walmart coupons,0,0,0,0,1,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Walmart. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does make an offer.  Ensure that the email does have a mismatched link. ,"






Walmart



Enjoy Special Savings Today!

Dear Walmart Customer,


We appreciate your business and as a token of our appreciation, we would like to offer you an exclusive offer. Use the voucher code ""WALMART2022"" to enjoy a 10% discount on your next purchase.


Click 
here to start shopping and saving!


Thanks for your continued support,


Walmart Team





<a onclick=""javascript:return false;""  href=""http://walmart1/rewards/coupons"" class=""link"">Walmart Reward Coupons</a>","```json
{
    ""Authority Bias"": 0.8,
    ""Survivorship Bias"": 0.0,
    ""Negativity Bias"": 0.0,
    ""Zero-Risk Bias"": 0.0,
    ""Hyperbolic Discounting"": 0.9,
    ""Identifiable Victim Effect"": 0.0,
    ""Urgency Effect"": 0.2,
    ""Conformity bias"": 0.0
}
```",,0.8,0.0,0.0,0.0,0.9,0.0,0.2,
148,148,38,Human,Plaintext,phishing,Amazon,account@support.amazon.com,Urgent - Amazon Web Services Account Suspended ,1,1,1,1,0,1,,"Reference number: 108-4596473-8009841 FF Hello, Amazon was unable to confirm important details about your Amazon Web Services (AWS) Account. Your AWS account has been suspended as a result. Please verify your account details to confirm the payment information needed for your Amazon Web Services Account. Updating your information will also ensure that you are protected from security attacks. <a onclick=""javascript:return false;""  href=""http://Amazon-Security.html"" class=""link"">Update and Verify Your Payment Method</a> Failure to Update Payment Method by 02/01/2023 will result in complete deletion of account . Account Details Account #108-4596473-8009841 If you have any other questions please don't hesitate to contact customer service. If you have any questions about this particular email please include the reference number seen on the top of the email. Please do not reply to this e-mail directly. We hope we were able to be of assistance. Amazon IT Team, Conditions of Use Privacy Notice 1996-2022, Amazon.com, Inc. or its affiliates 11/10/2022","```json
{
  ""Authority Bias"": 0.9,
  ""Survivorship Bias"": 0.1,
  ""Negativity Bias"": 0.9,
  ""Zero-Risk Bias"": 0.8,
  ""Hyperbolic Discounting"": 0.7,
  ""Identifiable Victim Effect"": 0.2,
  ""Urgency Effect"": 1.0,
  ""Conformity bias"": 0.0
}
```",,0.9,0.1,0.9,0.8,0.7,0.2,1.0,
150,150,38,GPT,Plaintext,phishing,Amazon,account@support.amazon.com,Urgent - Amazon Web Services Account Suspended ,1,1,1,1,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Amazon. Ensure that the email does have a sender mismatch. Ensure that the email does request credentials. Ensure that the email does have a suspicious subject. Ensure that the email does use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"
Amazon - Account Verification Required Immediately!





URGENT: Your Amazon account needs verification!


Dear Customer,
We detected unusual activity on your Amazon account. To protect your account, we urgently need your help to verify your identity.
Please click on the link below to verify your account:
Verify your Amazon account
If we do not receive verification within 24 hours, your account may be permanently closed.
Thank you for your immediate attention to this matter.
Best Regards,
Amazan Security Team


Sent by no-reply@amazan.com



<a onclick=""javascript:return false;""  href=""http://Amazon-Security.html"" class=""link"">Update and Verify Your Payment Method</a>","```json
{
    ""Authority Bias"": 0.9,
    ""Survivorship Bias"": 0.0,
    ""Negativity Bias"": 0.9,
    ""Zero-Risk Bias"": 0.8,
    ""Hyperbolic Discounting"": 0.7,
    ""Identifiable Victim Effect"": 0.0,
    ""Urgency Effect"": 1.0,
    ""Conformity"": 0.0
}
```",,0.9,0.0,0.9,0.8,0.7,0.0,1.0,0.0
152,152,39,Human,Plaintext,phishing,Indiana University,jeremyp@gmail.com,Summer Internship Application,0,0,0,0,0,1,,"Good morning! You may remember me from undergrad. I am currently pursuing my Masters' in Accounting at the Kelley School of Business at Indiana University.I know we haven't talked much, but I would appreciate if you took a look at my resume and tell me what you think. Here is the <a onclick=""javascript:return false;""  href=""http://www.gogle.resume.com"" class=""link"">link to my CV online</a> Thank you! Sincerely, Jeremy Paulson","```json
{
  ""Authority Bias"": 0.0,
  ""Survivorship Bias"": 0.0,
  ""Negativity Bias"": 0.0,
  ""Zero-Risk Bias"": 0.0,
  ""Hyperbolic Discounting"": 0.0,
  ""Identifiable Victim Effect"": 0.9,
  ""Urgency Effect"": 0.0,
  ""Conformity"": 0.0
}
```",,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
154,154,39,GPT,Plaintext,phishing,Indiana University,jeremyp@gmail.com,Summer Internship Application,0,0,0,0,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from Indiana University. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"
Indiana University Email










                Dear Sir/Madam,
            

                We hope this email finds you well. We would like to bring to your attention some upcoming events at Indiana University.
            

                Please click here to find more details about these events. Please note that the link brings you to an external page not affiliated with Indiana University.
            

                Thank you.
            

                Indiana University
            

                [This is an automated message. Please do not reply.]
            




<a onclick=""javascript:return false;""  href=""http://www.gogle.resume.com"" class=""link"">link to my CV online</a>","```json
{
    ""Authority Bias"": 0.6,
    ""Survivorship Bias"": 0.0,
    ""Negativity Bias"": 0.0,
    ""Zero-Risk Bias"": 0.0,
    ""Hyperbolic Discounting"": 0.1,
    ""Identifiable Victim Effect"": 0.0,
    ""Urgency Effect"": 0.0,
    ""Conformity bias"": 0.0
}
```",,0.6,0.0,0.0,0.0,0.1,0.0,0.0,
156,156,40,Human,Plaintext,phishing,A Personal Email,ryanj@yahoo.com,Internship Application,0,0,0,0,0,1,,"Hello, I am interested in your program and am submitting my resume here. I believe I am an excellent fit for the position. I hope you will consider me. Here is the <a onclick=""javascript:return false;""  href=""http://www.gogle.com"" class=""link"">link to my resume</a> Thank you for your time! Sincerely, Ryan Jacobson","```json
{
  ""Authority Bias"": 0.0,
  ""Survivorship Bias"": 0.1,
  ""Negativity Bias"": 0.0,
  ""Zero-Risk Bias"": 0.0,
  ""Hyperbolic Discounting"": 0.2,
  ""Identifiable Victim Effect"": 0.0,
  ""Urgency Effect"": 0.0,
  ""Conformity bias"": 0.0
}
```",,0.0,0.1,0.0,0.0,0.2,0.0,0.0,
158,158,40,GPT,Plaintext,phishing,A Personal Email,ryanj@yahoo.com,Internship Application,0,0,0,0,0,1,Generate HTML code for an email with a header and banner and a logo where appropriate. Use a professional style that appears to be sent from A Personal Email. Ensure that the email does not have a sender mismatch. Ensure that the email does not request credentials. Ensure that the email does not have a suspicious subject. Ensure that the email does not use urgent language. Ensure that the email does not make an offer.  Ensure that the email does have a mismatched link. ,"





Email Message



Dear User,
This is an example of a professional style email, sent from a personal email. The purpose of this email is purely educational.
Please note that this email does contains a mismatched link. Here is the Visible Text which does not match the actual URL.
We will not ask for any credentials nor there will be any offers in this mail. There is no urgency, nor any suspicious subject connected with this email.
Thanks,
John Doe



<a onclick=""javascript:return false;""  href=""http://www.gogle.com"" class=""link"">link to my resume</a>","```json
{
    ""Authority Bias"": 0.0,
    ""Survivorship Bias"": 0.0,
    ""Negativity Bias"": 0.0,
    ""Zero-Risk Bias"": 0.0,
    ""Hyperbolic Discounting"": 0.0,
    ""Identifiable Victim Effect"": 0.0,
    ""Urgency Effect"": 0.0,
    ""Conformity"": 0.0
}
```",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,160,41,Human,Plaintext,phishing,Help The Homeless,help@homeless.donate.com,Help Feed The Poor In Your Area,0,1,0,0,0,1,,"Hello! We are contacting you on half of the local community. We are a team that is gatherin gmoney to help feed the homeless in the city. Poverty is an ever increasing problem and every bit you donate will help. Please respond by clicking the link below. <a onclick=""javascript:return false;""  href=""http://www.donati0n.com"" class=""link"">Click here to donate</a>","```json
{
  ""Authority Bias"": 0.4,
  ""Survivorship Bias"": 0.0,
  ""Negativity Bias"": 0.0,
  ""Zero-Risk Bias"": 0.0,
  ""Hyperbolic Discounting"": 0.0,
  ""Identifiable Victim Effect"": 0.2,
  ""Urgency Effect"": 0.0,
  ""Conformity"": 0.0
}
```",,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0
